FLUVI - Simulador de Trafico - Exportacion de Metricas
Tiempo Virtual: Lunes 07:41:12
Perfiles Dinamicos Activos: Si
Tiempo por Paso: 2 segundo(s) simulados
Total de Mediciones: 60727

Marca de Tiempo,Densidad (%),Flujo (veh/s),Generacion Neta (veh/s),Velocidad (% movimiento),Entropia (bits)
07:00:10,0.26,0.02,0,95.45,0
07:00:20,0.45,0.05,3.8,100,0.071
07:00:30,0.57,0.06,1,97.92,0.108
07:00:40,0.75,0.07,1.5,90.48,0.126
07:00:50,0.83,0.08,0.7,91.43,0.158
07:01:00,0.94,0.09,0.9,94.94,0.169
07:01:10,1.04,0.1,0.9,94.32,0.185
07:01:20,1.16,0.12,1,100,0.202
07:01:30,1.31,0.13,1.2,98.18,0.224
07:01:40,1.46,0.15,1.3,100,0.252
07:01:50,1.59,0.16,1.1,98.51,0.279
07:02:00,1.73,0.17,1.2,100,0.3
07:02:10,1.85,0.18,1,98.72,0.318
07:02:20,1.98,0.2,1.1,99.4,0.338
07:02:30,0.26,0.03,15.8,100,0.07
07:02:40,0.26,0.03,0,100,0.078
07:02:50,0.29,0.03,0.1,100,0.078
07:03:00,0.29,0.03,0,100,0.085
07:03:10,0.29,0.03,0,100,0.085
07:03:20,0.34,0.03,0.2,100,0.085
07:03:30,0.34,0.03,0,100,0.099
07:03:40,0.37,0.04,0.1,100,0.099
07:03:50,0.37,0.04,0,100,0.106
07:04:00,0.4,0.04,0.1,100,0.106
07:04:10,0.4,0.04,0,100,0.113
07:04:20,0.4,0.04,0,100,0.113
07:04:30,0.43,0.04,0.1,100,0.113
07:04:40,0.4,0.04,0.1,100,0.119
07:04:50,0.43,0.04,0.1,100,0.113
07:05:00,0.43,0.04,0,100,0.12
07:05:10,0.43,0.04,0,100,0.12
07:05:20,0.46,0.05,0.1,100,0.12
07:05:30,0.49,0.05,0.1,100,0.126
07:05:40,0.49,0.05,0,100,0.133
07:05:50,0.49,0.05,0,100,0.133
07:06:00,0.49,0.05,0,100,0.132
07:06:10,0.49,0.05,0,100,0.133
07:06:20,0.49,0.05,0,100,0.133
07:06:30,0.52,0.05,0.1,100,0.133
07:06:40,0.54,0.05,0.1,100,0.14
07:06:50,0.54,0.05,0,100,0.146
07:07:00,0.52,0.05,0.1,100,0.146
07:07:10,0.52,0.05,0,100,0.139
07:07:20,0.52,0.05,0,100,0.139
07:07:30,0.49,0.05,0.1,100,0.139
07:07:40,0.49,0.05,0,100,0.132
07:07:50,0.49,0.05,0,100,0.132
07:08:00,0.52,0.05,0.1,100,0.132
07:08:10,0.54,0.05,0.1,100,0.14
07:08:20,0.54,0.05,0,100,0.146
07:08:30,0.54,0.05,0,100,0.146
07:08:40,0.54,0.05,0,100,0.146
07:08:50,0.52,0.05,0.1,100,0.146
07:09:00,0.52,0.05,0,100,0.139
07:09:10,0.54,0.05,0.1,100,0.139
07:09:20,0.54,0.05,0,100,0.146
07:09:30,0.52,0.05,0.1,100,0.146
07:09:40,0.49,0.05,0.1,100,0.14
07:09:50,0.52,0.05,0.1,100,0.133
07:10:00,0.49,0.05,0.1,100,0.14
07:10:10,0.46,0.05,0.1,100,0.133
07:10:20,0.43,0.04,0.1,100,0.126
07:10:30,0.49,0.05,0.2,100,0.12
07:10:40,0.49,0.05,0,100,0.133
07:10:50,0.49,0.05,0,100,0.133
07:11:00,0.49,0.05,0,100,0.133
07:11:10,0.52,0.05,0.1,100,0.133
07:11:20,0.54,0.05,0.1,100,0.14
07:11:30,0.54,0.05,0,100,0.146
07:11:40,0.54,0.05,0,100,0.146
07:11:50,0.54,0.05,0,100,0.146
07:12:00,0.6,0.06,0.2,100,0.146
07:12:10,0.63,0.06,0.1,100,0.159
07:12:20,0.66,0.07,0.1,100,0.165
07:12:30,0.66,0.07,0,100,0.171
07:12:40,0.69,0.07,0.1,100,0.171
07:12:50,0.72,0.07,0.1,100,0.178
07:13:00,0.74,0.07,0.1,100,0.184
07:13:10,0.74,0.07,0,100,0.19
07:13:20,0.77,0.08,0.1,100,0.19
07:13:30,0.83,0.08,0.2,100,0.196
07:13:40,0.83,0.08,0,100,0.208
07:13:50,0.83,0.08,0,100,0.208
07:14:00,0.83,0.08,0,100,0.208
07:14:10,0.89,0.09,0.2,100,0.208
07:14:20,0.92,0.09,0.1,100,0.219
07:14:30,0.92,0.09,0,100,0.225
07:14:40,0.86,0.09,0.2,100,0.225
07:14:50,0.86,0.09,0,100,0.214
07:15:00,0.8,0.08,0.2,100,0.214
07:15:10,0.86,0.09,0.2,100,0.202
07:15:20,0.89,0.09,0.1,100,0.214
07:15:30,0.92,0.09,0.1,100,0.219
07:15:40,0.92,0.09,0,100,0.225
07:15:50,0.95,0.09,0.1,100,0.225
07:16:00,0.95,0.09,0,100,0.231
07:16:10,1,0.1,0.2,100,0.231
07:16:20,0.97,0.1,0.1,100,0.242
07:16:30,1,0.1,0.1,100,0.237
07:16:40,0.97,0.1,0.1,100,0.242
07:16:50,1,0.1,0.1,100,0.237
07:17:00,1,0.1,0,100,0.242
07:17:10,1,0.1,0,100,0.242
07:17:20,1,0.1,0,97.14,0.242
07:17:30,1.06,0.11,0.2,100,0.242
07:17:40,1.06,0.11,0,100,0.253
07:17:50,1.15,0.11,0.3,100,0.254
07:18:00,1.17,0.12,0.1,100,0.27
07:18:10,1.2,0.12,0.1,100,0.276
07:18:20,1.23,0.12,0.1,100,0.281
07:18:30,1.26,0.13,0.1,100,0.287
07:18:40,1.32,0.13,0.2,100,0.292
07:18:50,1.35,0.13,0.1,100,0.303
07:19:00,1.35,0.13,0,100,0.308
07:19:10,1.4,0.14,0.2,100,0.308
07:19:20,1.4,0.14,0,100,0.318
07:19:30,1.4,0.14,0,100,0.318
07:19:40,1.43,0.14,0.1,100,0.318
07:19:50,1.43,0.14,0,100,0.322
07:20:00,1.49,0.15,0.2,100,0.324
07:20:10,1.49,0.15,0,100,0.334
07:20:20,1.49,0.15,0,100,0.334
07:20:30,1.49,0.15,0,100,0.334
07:20:40,1.49,0.15,0,100,0.334
07:20:50,1.49,0.15,0,100,0.334
07:21:00,1.52,0.15,0.1,100,0.334
07:21:10,1.46,0.15,0.2,100,0.34
07:21:20,1.37,0.14,0.3,100,0.329
07:21:30,1.37,0.14,0,100,0.313
07:21:40,1.35,0.13,0.1,100,0.313
07:21:50,1.37,0.14,0.1,100,0.308
07:22:00,1.35,0.13,0.1,100,0.313
07:22:10,1.29,0.13,0.2,100,0.308
07:22:20,1.26,0.13,0.1,100,0.297
07:22:30,1.32,0.13,0.2,100,0.292
07:22:40,1.29,0.13,0.1,100,0.303
07:22:50,1.29,0.13,0,100,0.298
07:23:00,1.29,0.13,0,100,0.298
07:23:10,1.29,0.13,0,100,0.297
07:23:20,1.29,0.13,0,100,0.297
07:23:30,1.29,0.13,0,100,0.297
07:23:40,1.35,0.13,0.2,100,0.297
07:23:50,1.35,0.13,0,100,0.307
07:24:00,1.35,0.13,0,100,0.307
07:24:10,1.4,0.14,0.2,100,0.307
07:24:20,1.4,0.14,0,100,0.316
07:24:30,1.4,0.14,0,100,0.316
07:24:40,1.32,0.13,0.3,100,0.317
07:24:50,1.32,0.13,0,100,0.302
07:25:00,1.37,0.14,0.2,100,0.302
07:25:10,1.37,0.14,0,100,0.313
07:25:20,1.4,0.14,0.1,100,0.313
07:25:30,1.35,0.13,0.2,100,0.318
07:25:40,1.37,0.14,0.1,100,0.308
07:25:50,1.37,0.14,0,100,0.313
07:26:00,1.43,0.14,0.2,100,0.313
07:26:10,1.4,0.14,0.1,100,0.323
07:26:20,1.4,0.14,0,100,0.316
07:26:30,1.46,0.15,0.2,100,0.316
07:26:40,1.35,0.13,0.4,100,0.327
07:26:50,1.32,0.13,0.1,100,0.307
07:27:00,1.35,0.13,0.1,100,0.301
07:27:10,1.37,0.14,0.1,100,0.307
07:27:20,1.37,0.14,0,100,0.312
07:27:30,1.43,0.14,0.2,100,0.312
07:27:40,1.43,0.14,0,100,0.322
07:27:50,1.4,0.14,0.1,100,0.323
07:28:00,1.4,0.14,0,100,0.317
07:28:10,1.49,0.15,0.3,100,0.317
07:28:20,1.49,0.15,0,100,0.332
07:28:30,1.46,0.15,0.1,100,0.332
07:28:40,1.49,0.15,0.1,100,0.328
07:28:50,1.55,0.15,0.2,98.15,0.333
07:29:00,1.6,0.16,0.2,100,0.344
07:29:10,1.6,0.16,0,100,0.353
07:29:20,1.66,0.17,0.2,100,0.353
07:29:30,1.66,0.17,0,100,0.363
07:29:40,1.69,0.17,0.1,100,0.363
07:29:50,1.75,0.17,0.2,98.36,0.368
07:30:00,1.72,0.17,0.1,100,0.379
07:30:10,1.75,0.17,0.1,100,0.375
07:30:20,1.75,0.17,0,100,0.38
07:30:30,1.75,0.17,0,100,0.38
07:30:40,1.75,0.17,0,98.36,0.38
07:30:50,1.78,0.18,0.1,100,0.38
07:31:00,1.72,0.17,0.2,100,0.384
07:31:10,1.72,0.17,0,100,0.375
07:31:20,1.75,0.17,0.1,100,0.375
07:31:30,1.75,0.17,0,100,0.38
07:31:40,1.72,0.17,0.1,100,0.379
07:31:50,1.72,0.17,0,100,0.374
07:32:00,1.75,0.17,0.1,100,0.374
07:32:10,1.75,0.17,0,100,0.379
07:32:20,1.8,0.18,0.2,98.41,0.378
07:32:30,1.8,0.18,0,100,0.389
07:32:40,1.8,0.18,0,100,0.387
07:32:50,1.8,0.18,0,100,0.388
07:33:00,1.78,0.18,0.1,100,0.388
07:33:10,1.69,0.17,0.3,100,0.383
07:33:20,1.72,0.17,0.1,100,0.368
07:33:30,1.75,0.17,0.1,100,0.373
07:33:40,1.78,0.18,0.1,100,0.38
07:33:50,1.78,0.18,0,100,0.385
07:34:00,1.83,0.18,0.2,100,0.385
07:34:10,1.78,0.18,0.2,100,0.394
07:34:20,1.83,0.18,0.2,100,0.385
07:34:30,1.89,0.19,0.2,100,0.394
07:34:40,1.95,0.19,0.2,100,0.404
07:34:50,1.95,0.19,0,100,0.414
07:35:00,1.89,0.19,0.2,100,0.414
07:35:10,1.95,0.19,0.2,100,0.404
07:35:20,1.92,0.19,0.1,100,0.414
07:35:30,1.89,0.19,0.1,100,0.409
07:35:40,1.83,0.18,0.2,100,0.404
07:35:50,1.83,0.18,0,100,0.394
07:36:00,1.8,0.18,0.1,100,0.394
07:36:10,1.78,0.18,0.1,100,0.389
07:36:20,1.8,0.18,0.1,100,0.384
07:36:30,1.86,0.19,0.2,100,0.389
07:36:40,1.86,0.19,0,100,0.399
07:36:50,1.95,0.19,0.3,100,0.398
07:37:00,1.86,0.19,0.3,100,0.414
07:37:10,1.86,0.19,0,100,0.399
07:37:20,1.86,0.19,0,100,0.399
07:37:30,1.86,0.19,0,100,0.399
07:37:40,1.86,0.19,0,100,0.399
07:37:50,1.83,0.18,0.1,100,0.399
07:38:00,1.78,0.18,0.2,100,0.394
07:38:10,1.72,0.17,0.2,100,0.385
07:38:20,1.75,0.17,0.1,100,0.375
07:38:30,1.8,0.18,0.2,98.41,0.38
07:38:40,1.83,0.18,0.1,100,0.391
07:38:50,1.83,0.18,0,100,0.395
07:39:00,1.8,0.18,0.1,100,0.395
07:39:10,1.78,0.18,0.1,100,0.389
07:39:20,1.86,0.19,0.3,100,0.385
07:39:30,1.92,0.19,0.2,100,0.399
07:39:40,1.95,0.19,0.1,100,0.408
07:39:50,1.89,0.19,0.2,100,0.414
07:40:00,1.95,0.19,0.2,100,0.404
07:40:10,1.95,0.19,0,100,0.414
07:40:20,1.89,0.19,0.2,100,0.414
07:40:30,1.89,0.19,0,100,0.404
07:40:40,1.92,0.19,0.1,100,0.404
07:40:50,1.92,0.19,0,100,0.409
07:41:00,1.98,0.2,0.2,100,0.409
07:41:10,1.98,0.2,0,100,0.419
07:41:20,1.92,0.19,0.2,100,0.419
07:41:30,1.98,0.2,0.2,100,0.409
07:41:40,2,0.2,0.1,100,0.419
07:41:50,2,0.2,0,100,0.423
07:42:00,2.03,0.2,0.1,100,0.424
07:42:10,2.06,0.21,0.1,100,0.428
07:42:20,2.12,0.21,0.2,100,0.433
07:42:30,2.15,0.21,0.1,100,0.443
07:42:40,2.12,0.21,0.1,100,0.447
07:42:50,2,0.2,0.4,100,0.443
07:43:00,2.03,0.2,0.1,100,0.423
07:43:10,2.06,0.21,0.1,100,0.428
07:43:20,2.03,0.2,0.1,100,0.432
07:43:30,2,0.2,0.1,100,0.426
07:43:40,2.03,0.2,0.1,100,0.421
07:43:50,2.09,0.21,0.2,98.63,0.426
07:44:00,2.12,0.21,0.1,100,0.436
07:44:10,2.06,0.21,0.2,100,0.438
07:44:20,2.06,0.21,0,100,0.429
07:44:30,2,0.2,0.2,100,0.432
07:44:40,2.06,0.21,0.2,100,0.424
07:44:50,2,0.2,0.2,100,0.433
07:45:00,2.03,0.2,0.1,100,0.424
07:45:10,2.09,0.21,0.2,100,0.428
07:45:20,2.09,0.21,0,100,0.438
07:45:30,2.15,0.21,0.2,100,0.438
07:45:40,2.15,0.21,0,98.67,0.447
07:45:50,2.26,0.23,0.4,100,0.448
07:46:00,2.29,0.23,0.1,100,0.464
07:46:10,2.32,0.23,0.1,100,0.47
07:46:20,2.41,0.24,0.3,100,0.475
07:46:30,2.41,0.24,0,100,0.488
07:46:40,2.46,0.25,0.2,100,0.488
07:46:50,2.43,0.24,0.1,100,0.496
07:47:00,2.38,0.24,0.2,100,0.491
07:47:10,2.35,0.23,0.1,100,0.483
07:47:20,2.41,0.24,0.2,100,0.478
07:47:30,2.46,0.25,0.2,100,0.486
07:47:40,2.41,0.24,0.2,100,0.496
07:47:50,2.38,0.23,0.1,98.8,0.489
07:48:00,2.35,0.23,0.1,100,0.484
07:48:10,2.35,0.23,0,100,0.478
07:48:20,2.32,0.23,0.1,100,0.477
07:48:30,2.32,0.23,0,100,0.474
07:48:40,2.29,0.23,0.1,100,0.474
07:48:50,2.26,0.23,0.1,100,0.468
07:49:00,2.26,0.23,0,100,0.465
07:49:10,2.32,0.23,0.2,100,0.465
07:49:20,2.29,0.23,0.1,100,0.474
07:49:30,2.32,0.23,0.1,100,0.47
07:49:40,2.32,0.23,0,100,0.475
07:49:50,2.26,0.23,0.2,100,0.475
07:50:00,2.26,0.23,0,100,0.466
07:50:10,2.29,0.23,0.1,100,0.465
07:50:20,2.29,0.23,0,100,0.471
07:50:30,2.35,0.23,0.2,100,0.471
07:50:40,2.41,0.24,0.2,100,0.48
07:50:50,2.46,0.25,0.2,100,0.489
07:51:00,2.52,0.25,0.2,100,0.498
07:51:10,2.49,0.25,0.1,100,0.507
07:51:20,2.43,0.24,0.2,100,0.503
07:51:30,2.41,0.24,0.1,100,0.493
07:51:40,2.38,0.24,0.1,100,0.489
07:51:50,2.32,0.23,0.2,100,0.484
07:52:00,2.38,0.24,0.2,100,0.474
07:52:10,2.43,0.24,0.2,98.82,0.484
07:52:20,2.41,0.24,0.1,100,0.495
07:52:30,2.35,0.23,0.2,100,0.488
07:52:40,2.32,0.23,0.1,100,0.479
07:52:50,2.26,0.23,0.2,100,0.475
07:53:00,2.21,0.22,0.2,100,0.466
07:53:10,2.21,0.22,0,100,0.457
07:53:20,2.21,0.22,0,100,0.457
07:53:30,2.23,0.22,0.1,100,0.457
07:53:40,2.18,0.22,0.2,100,0.461
07:53:50,2.26,0.23,0.3,100,0.452
07:54:00,2.21,0.22,0.2,100,0.465
07:54:10,2.15,0.21,0.2,100,0.457
07:54:20,2.23,0.22,0.3,100,0.446
07:54:30,2.26,0.23,0.1,100,0.461
07:54:40,2.23,0.22,0.1,100,0.466
07:54:50,2.18,0.22,0.2,100,0.461
07:55:00,2.15,0.21,0.1,100,0.451
07:55:10,2.21,0.22,0.2,100,0.447
07:55:20,2.21,0.22,0,100,0.456
07:55:30,2.26,0.23,0.2,100,0.456
07:55:40,2.18,0.22,0.3,100,0.465
07:55:50,2.18,0.22,0,100,0.45
07:56:00,2.15,0.21,0.1,100,0.45
07:56:10,2.09,0.21,0.2,100,0.447
07:56:20,2.06,0.21,0.1,100,0.437
07:56:30,2,0.2,0.2,100,0.433
07:56:40,2,0.2,0,100,0.423
07:56:50,2.03,0.2,0.1,100,0.424
07:57:00,2,0.2,0.1,100,0.428
07:57:10,2,0.2,0,100,0.423
07:57:20,1.95,0.19,0.2,100,0.422
07:57:30,1.95,0.19,0,100,0.413
07:57:40,1.95,0.19,0,100,0.413
07:57:50,2.06,0.21,0.4,100,0.413
07:58:00,2.12,0.21,0.2,100,0.432
07:58:10,2.12,0.21,0,100,0.442
07:58:20,2.18,0.22,0.2,100,0.442
07:58:30,2.15,0.21,0.1,100,0.452
07:58:40,2.15,0.21,0,100,0.448
07:58:50,2.21,0.22,0.2,100,0.447
07:59:00,2.21,0.22,0,100,0.457
07:59:10,2.21,0.22,0,100,0.457
07:59:20,2.26,0.23,0.2,100,0.457
07:59:30,2.23,0.22,0.1,100,0.466
07:59:40,2.26,0.23,0.1,100,0.461
07:59:50,2.18,0.22,0.3,100,0.465
08:00:00,2.15,0.21,0.1,100,0.451
08:00:10,2.15,0.21,0,100,0.447
08:00:20,2.15,0.21,0,100,0.447
08:00:30,2.18,0.22,0.1,100,0.447
08:00:40,2.23,0.22,0.2,100,0.452
08:00:50,2.18,0.22,0.2,100,0.461
08:01:00,2.21,0.22,0.1,100,0.452
08:01:10,2.23,0.22,0.1,100,0.457
08:01:20,2.26,0.23,0.1,100,0.46
08:01:30,2.26,0.23,0,100,0.465
08:01:40,2.23,0.22,0.1,100,0.465
08:01:50,2.23,0.22,0,100,0.46
08:02:00,2.18,0.21,0.2,98.68,0.46
08:02:10,2.18,0.22,0,100,0.451
08:02:20,2.18,0.22,0,100,0.449
08:02:30,2.21,0.22,0.1,100,0.45
08:02:40,2.23,0.22,0.1,100,0.454
08:02:50,2.18,0.22,0.2,100,0.458
08:03:00,2.15,0.21,0.1,100,0.449
08:03:10,2.21,0.22,0.2,100,0.444
08:03:20,2.18,0.22,0.1,100,0.454
08:03:30,2.21,0.22,0.1,100,0.45
08:03:40,2.12,0.21,0.3,100,0.454
08:03:50,2.18,0.22,0.2,100,0.442
08:04:00,2.26,0.23,0.3,100,0.452
08:04:10,2.32,0.23,0.2,100,0.465
08:04:20,2.26,0.22,0.2,98.73,0.474
08:04:30,2.23,0.22,0.1,100,0.467
08:04:40,2.26,0.23,0.1,100,0.461
08:04:50,2.41,0.24,0.5,100,0.465
08:05:00,2.43,0.24,0.1,100,0.487
08:05:10,2.38,0.24,0.2,100,0.492
08:05:20,2.38,0.24,0,100,0.483
08:05:30,2.43,0.24,0.2,100,0.483
08:05:40,2.49,0.25,0.2,100,0.492
08:05:50,2.55,0.25,0.2,100,0.499
08:06:00,2.61,0.26,0.2,100,0.509
08:06:10,2.61,0.26,0,100,0.518
08:06:20,2.63,0.26,0.1,100,0.519
08:06:30,2.66,0.27,0.1,100,0.523
08:06:40,2.63,0.26,0.1,98.91,0.528
08:06:50,2.69,0.27,0.2,100,0.525
08:07:00,2.72,0.27,0.1,100,0.533
08:07:10,2.75,0.27,0.1,100,0.538
08:07:20,2.72,0.27,0.1,100,0.542
08:07:30,2.66,0.27,0.2,100,0.537
08:07:40,2.58,0.26,0.3,100,0.529
08:07:50,2.52,0.25,0.2,100,0.516
08:08:00,2.49,0.25,0.1,98.85,0.507
08:08:10,2.43,0.24,0.2,100,0.504
08:08:20,2.49,0.25,0.2,100,0.492
08:08:30,2.49,0.25,0,100,0.502
08:08:40,2.46,0.25,0.1,100,0.503
08:08:50,2.43,0.24,0.1,100,0.498
08:09:00,2.46,0.25,0.1,100,0.494
08:09:10,2.43,0.24,0.1,100,0.498
08:09:20,2.41,0.24,0.1,100,0.494
08:09:30,2.35,0.23,0.2,100,0.489
08:09:40,2.32,0.23,0.1,100,0.48
08:09:50,2.29,0.23,0.1,100,0.475
08:10:00,2.29,0.23,0,100,0.471
08:10:10,2.26,0.23,0.1,100,0.471
08:10:20,2.26,0.23,0,100,0.466
08:10:30,2.21,0.22,0.2,100,0.466
08:10:40,2.18,0.22,0.1,100,0.457
08:10:50,2.21,0.22,0.1,100,0.452
08:11:00,2.21,0.22,0,100,0.457
08:11:10,2.12,0.21,0.3,100,0.457
08:11:20,2.18,0.22,0.2,100,0.443
08:11:30,2.12,0.21,0.2,100,0.452
08:11:40,2.15,0.21,0.1,100,0.443
08:11:50,2.12,0.21,0.1,100,0.447
08:12:00,2.09,0.21,0.1,100,0.443
08:12:10,2.06,0.21,0.1,100,0.438
08:12:20,2.06,0.21,0,100,0.433
08:12:30,2.06,0.21,0,100,0.432
08:12:40,2.09,0.21,0.1,100,0.432
08:12:50,1.98,0.2,0.4,100,0.437
08:13:00,1.95,0.19,0.1,100,0.418
08:13:10,1.98,0.2,0.1,100,0.414
08:13:20,2.03,0.2,0.2,98.59,0.419
08:13:30,1.98,0.2,0.2,100,0.429
08:13:40,2,0.2,0.1,100,0.418
08:13:50,2,0.2,0,100,0.423
08:14:00,2,0.2,0,100,0.422
08:14:10,2.06,0.21,0.2,100,0.424
08:14:20,2,0.2,0.2,100,0.433
08:14:30,1.98,0.2,0.1,100,0.424
08:14:40,1.89,0.19,0.3,100,0.419
08:14:50,1.95,0.19,0.2,100,0.404
08:15:00,1.95,0.19,0,100,0.414
08:15:10,1.92,0.19,0.1,100,0.414
08:15:20,1.89,0.19,0.1,100,0.409
08:15:30,1.92,0.19,0.1,100,0.404
08:15:40,1.95,0.19,0.1,100,0.409
08:15:50,1.98,0.2,0.1,100,0.414
08:16:00,1.95,0.19,0.1,100,0.417
08:16:10,1.98,0.2,0.1,100,0.412
08:16:20,1.95,0.19,0.1,100,0.418
08:16:30,1.98,0.2,0.1,100,0.414
08:16:40,2,0.2,0.1,100,0.419
08:16:50,2,0.2,0,100,0.424
08:17:00,2,0.2,0,100,0.424
08:17:10,1.98,0.2,0.1,100,0.423
08:17:20,2.03,0.2,0.2,100,0.418
08:17:30,2.09,0.21,0.2,100,0.428
08:17:40,2.09,0.21,0,100,0.437
08:17:50,2.09,0.21,0,100,0.438
08:18:00,2.06,0.21,0.1,100,0.437
08:18:10,2.09,0.21,0.1,100,0.433
08:18:20,2.09,0.21,0,100,0.438
08:18:30,2.09,0.21,0,100,0.438
08:18:40,2.09,0.21,0,100,0.438
08:18:50,2.15,0.21,0.2,100,0.437
08:19:00,2.21,0.22,0.2,100,0.446
08:19:10,2.32,0.23,0.4,100,0.456
08:19:20,2.29,0.23,0.1,98.75,0.474
08:19:30,2.26,0.23,0.1,100,0.472
08:19:40,2.21,0.22,0.2,100,0.465
08:19:50,2.21,0.22,0,100,0.456
08:20:00,2.26,0.23,0.2,100,0.456
08:20:10,2.26,0.22,0,98.73,0.465
08:20:20,2.18,0.22,0.3,100,0.467
08:20:30,2.21,0.22,0.1,100,0.449
08:20:40,2.18,0.22,0.1,100,0.456
08:20:50,2.21,0.22,0.1,100,0.45
08:21:00,2.21,0.22,0,100,0.454
08:21:10,2.23,0.22,0.1,100,0.454
08:21:20,2.29,0.23,0.2,100,0.458
08:21:30,2.35,0.23,0.2,100,0.468
08:21:40,2.26,0.23,0.3,100,0.478
08:21:50,2.15,0.21,0.4,100,0.464
08:22:00,2.15,0.21,0,100,0.445
08:22:10,2.12,0.21,0.1,100,0.445
08:22:20,2.15,0.21,0.1,100,0.442
08:22:30,2.12,0.21,0.1,100,0.446
08:22:40,2.18,0.22,0.2,100,0.442
08:22:50,2.12,0.21,0.2,100,0.452
08:23:00,2.15,0.21,0.1,97.33,0.443
08:23:10,2.26,0.23,0.4,100,0.447
08:23:20,2.26,0.22,0,98.73,0.464
08:23:30,2.23,0.22,0.1,100,0.466
08:23:40,2.26,0.23,0.1,100,0.46
08:23:50,2.32,0.23,0.2,100,0.465
08:24:00,2.35,0.23,0.1,100,0.475
08:24:10,2.29,0.23,0.2,100,0.479
08:24:20,2.26,0.23,0.1,100,0.471
08:24:30,2.23,0.22,0.1,100,0.466
08:24:40,2.23,0.22,0,100,0.461
08:24:50,2.38,0.24,0.5,100,0.461
08:25:00,2.29,0.23,0.3,100,0.482
08:25:10,2.21,0.22,0.3,100,0.468
08:25:20,2.32,0.23,0.4,100,0.455
08:25:30,2.32,0.23,0,100,0.472
08:25:40,2.15,0.21,0.6,100,0.473
08:25:50,2.03,0.2,0.4,100,0.445
08:26:00,2.09,0.21,0.2,100,0.426
08:26:10,2,0.2,0.3,100,0.435
08:26:20,2,0.2,0,100,0.421
08:26:30,2,0.2,0,100,0.422
08:26:40,2.03,0.2,0.1,100,0.423
08:26:50,2.09,0.21,0.2,100,0.426
08:27:00,2.12,0.21,0.1,100,0.437
08:27:10,2.09,0.21,0.1,100,0.441
08:27:20,2.09,0.21,0,100,0.435
08:27:30,2.06,0.21,0.1,100,0.437
08:27:40,2.09,0.21,0.1,98.63,0.432
08:27:50,2.15,0.21,0.2,100,0.437
08:28:00,2.06,0.2,0.3,98.61,0.446
08:28:10,2.06,0.21,0,100,0.432
08:28:20,2.03,0.2,0.1,100,0.43
08:28:30,2,0.2,0.1,100,0.426
08:28:40,2.12,0.21,0.4,100,0.423
08:28:50,2.12,0.21,0,100,0.442
08:29:00,2.12,0.21,0,100,0.441
08:29:10,2.15,0.21,0.1,100,0.44
08:29:20,2.21,0.22,0.2,100,0.444
08:29:30,2.26,0.23,0.2,100,0.454
08:29:40,2.29,0.23,0.1,100,0.463
08:29:50,2.15,0.21,0.5,100,0.47
08:30:00,2.15,0.21,0,100,0.447
08:30:10,2.12,0.21,0.1,100,0.447
08:30:20,2.12,0.21,0,100,0.443
08:30:30,2.18,0.22,0.2,100,0.443
08:30:40,2.26,0.23,0.3,100,0.451
08:30:50,2.32,0.23,0.2,100,0.465
08:31:00,2.29,0.23,0.1,98.75,0.474
08:31:10,2.26,0.23,0.1,100,0.471
08:31:20,2.26,0.23,0,100,0.465
08:31:30,2.32,0.23,0.2,100,0.466
08:31:40,2.32,0.23,0,100,0.475
08:31:50,2.26,0.23,0.2,100,0.475
08:32:00,2.23,0.22,0.1,100,0.465
08:32:10,2.23,0.22,0,100,0.46
08:32:20,2.26,0.23,0.1,100,0.46
08:32:30,2.29,0.23,0.1,100,0.465
08:32:40,2.35,0.23,0.2,98.78,0.47
08:32:50,2.35,0.23,0,100,0.48
08:33:00,2.38,0.23,0.1,98.8,0.48
08:33:10,2.41,0.24,0.1,100,0.484
08:33:20,2.49,0.25,0.3,100,0.488
08:33:30,2.46,0.25,0.1,100,0.502
08:33:40,2.43,0.24,0.1,100,0.498
08:33:50,2.49,0.25,0.2,100,0.493
08:34:00,2.58,0.26,0.3,100,0.501
08:34:10,2.58,0.26,0,100,0.514
08:34:20,2.66,0.27,0.3,100,0.515
08:34:30,2.66,0.27,0,100,0.528
08:34:40,2.69,0.27,0.1,100,0.527
08:34:50,2.66,0.27,0.1,100,0.533
08:35:00,2.63,0.26,0.1,100,0.528
08:35:10,2.66,0.27,0.1,100,0.523
08:35:20,2.81,0.28,0.5,100,0.529
08:35:30,2.86,0.29,0.2,100,0.551
08:35:40,2.86,0.29,0,100,0.56
08:35:50,2.86,0.29,0,100,0.56
08:36:00,2.86,0.29,0,100,0.56
08:36:10,2.86,0.29,0,100,0.56
08:36:20,2.84,0.28,0.1,100,0.56
08:36:30,2.89,0.29,0.2,100,0.556
08:36:40,2.86,0.28,0.1,99,0.564
08:36:50,2.86,0.28,0,99,0.562
08:37:00,2.84,0.28,0.1,100,0.561
08:37:10,2.81,0.28,0.1,98.98,0.555
08:37:20,2.78,0.28,0.1,100,0.552
08:37:30,2.81,0.28,0.1,100,0.546
08:37:40,2.69,0.27,0.4,100,0.55
08:37:50,2.63,0.26,0.2,100,0.532
08:38:00,2.63,0.26,0,100,0.524
08:38:10,2.66,0.27,0.1,100,0.524
08:38:20,2.63,0.26,0.1,100,0.528
